family	prime	label	total_sing	node_like	bad_sing	base_like	extra_like	score	tags
critical-profile-eight-line	47	normal10-fixed-000000	115	115	0	0	115	115	route=critical-value-profile;family=normal10;sample=lcg;seed=1;params=15,3,-3,14,-5,-14,-4,-11,5,-15;model=alpha*Q_h(x,y,w)+T8_h(z,w)+lambda*w^8;alpha=23;lambda=1;primary_value=0;secondary_value=4;primary_morse=28;secondary_morse=1;predicted_affine_nodes=115;selected_degenerate=0;zero_morse=28;best_nonzero_morse=1;total_critical_visible=29;morse_critical_visible=29;degenerate_critical_visible=0;profile=0:28,4:1;quality_pairs=28;quality_triples=56;parallel_pairs=0;concurrent_triples=0;infinity_degenerate_lines=0;orbit_profile=1:115
